500
01732244	422
01727646	423
09989290	424
10787470	425
13044149	426
11592146	427
04105893	428
04546855	429
02423589	430
02423022	431
10421470	432
06055300	433
05681117	434
05768553	435
01672607	436
00485711	437
01239619	438
01236164	439
05718935	440
05718254	441
08913434	442
08919241	443
02677097	444
13793504	445
03399047	446
04161358	447
10129825	448
15147330	449
11766609	450
11769483	451
00263231	452
13894434	453
01725712	454
01256332	455
00024814	456
00401783	457
11439031	458
11429968	459
02317970	460
01150467	461
00340192	462
02049696	463
00900070	464
00899927	465
15256915	466
15255641	467
10426454	468
10264437	469
00200397	470
10513120	471
09773962	472
00976653	473
10986437	474
09765278	475
02480923	476
04811126	477
04631298	478
00024264	479
00318035	480
00317207	481
09887034	482
00637259	483
00040928	484
03714235	485
00588221	486
00532892	487
04490091	488
04294614	489
00772026	490
00770270	491
06142412	492
06142118	493
09257949	494
01207951	495
00260648	496
00266806	497
10408552	498
10547145	499
